FieldID	Field
x132458_0_0	Date Q15 first reported (other congenital malformations of eye)|x132458_0_0
x132459_0_0	Source of report of Q15 (other congenital malformations of eye)|x132459_0_0
x132460_0_0	Date Q16 first reported (congenital malformations of ear causing impairment of hearing)|x132460_0_0
x132461_0_0	Source of report of Q16 (congenital malformations of ear causing impairment of hearing)|x132461_0_0
x132462_0_0	Date Q17 first reported (other congenital malformations of ear)|x132462_0_0
x132463_0_0	Source of report of Q17 (other congenital malformations of ear)|x132463_0_0
x132464_0_0	Date Q18 first reported (other congenital malformations of face and neck)|x132464_0_0
x132465_0_0	Source of report of Q18 (other congenital malformations of face and neck)|x132465_0_0
x132466_0_0	Date Q20 first reported (congenital malformations of cardiac chambers and connexions)|x132466_0_0
x132467_0_0	Source of report of Q20 (congenital malformations of cardiac chambers and connexions)|x132467_0_0
x132468_0_0	Date Q21 first reported (congenital malformations of cardiac septa)|x132468_0_0
x132469_0_0	Source of report of Q21 (congenital malformations of cardiac septa)|x132469_0_0
x132470_0_0	Date Q22 first reported (congenital malformations of pulmonary and tricuspid valves)|x132470_0_0
x132471_0_0	Source of report of Q22 (congenital malformations of pulmonary and tricuspid valves)|x132471_0_0
x132472_0_0	Date Q23 first reported (congenital malformations of aortic and mitral valves)|x132472_0_0
x132473_0_0	Source of report of Q23 (congenital malformations of aortic and mitral valves)|x132473_0_0
x132474_0_0	Date Q24 first reported (other congenital malformations of heart)|x132474_0_0
x132475_0_0	Source of report of Q24 (other congenital malformations of heart)|x132475_0_0
x132476_0_0	Date Q25 first reported (congenital malformations of great arteries)|x132476_0_0
x132477_0_0	Source of report of Q25 (congenital malformations of great arteries)|x132477_0_0
x132478_0_0	Date Q26 first reported (congenital malformations of great veins)|x132478_0_0
x132479_0_0	Source of report of Q26 (congenital malformations of great veins)|x132479_0_0
x132480_0_0	Date Q27 first reported (other congenital malformations of peripheral vascular system)|x132480_0_0
x132481_0_0	Source of report of Q27 (other congenital malformations of peripheral vascular system)|x132481_0_0
x132482_0_0	Date Q28 first reported (other congenital malformations of circulatory system)|x132482_0_0
x132483_0_0	Source of report of Q28 (other congenital malformations of circulatory system)|x132483_0_0
x132484_0_0	Date Q30 first reported (congenital malformations of nose)|x132484_0_0
x132485_0_0	Source of report of Q30 (congenital malformations of nose)|x132485_0_0
x132486_0_0	Date Q31 first reported (congenital malformations of larynx)|x132486_0_0
x132487_0_0	Source of report of Q31 (congenital malformations of larynx)|x132487_0_0
x132488_0_0	Date Q32 first reported (congenital malformations of trachea and bronchus)|x132488_0_0
x132489_0_0	Source of report of Q32 (congenital malformations of trachea and bronchus)|x132489_0_0
x132490_0_0	Date Q33 first reported (congenital malformations of lung)|x132490_0_0
x132491_0_0	Source of report of Q33 (congenital malformations of lung)|x132491_0_0
x132492_0_0	Date Q34 first reported (other congenital malformations of respiratory system)|x132492_0_0
x132493_0_0	Source of report of Q34 (other congenital malformations of respiratory system)|x132493_0_0
x132494_0_0	Date Q35 first reported (cleft palate)|x132494_0_0
x132495_0_0	Source of report of Q35 (cleft palate)|x132495_0_0
x132496_0_0	Date Q36 first reported (cleft lip)|x132496_0_0
x132497_0_0	Source of report of Q36 (cleft lip)|x132497_0_0
x132498_0_0	Date Q37 first reported (cleft palate with cleft lip)|x132498_0_0
x132499_0_0	Source of report of Q37 (cleft palate with cleft lip)|x132499_0_0
x132500_0_0	Date Q38 first reported (other congenital malformations of tongue mouth and pharynx)|x132500_0_0
x132501_0_0	Source of report of Q38 (other congenital malformations of tongue mouth and pharynx)|x132501_0_0
x132502_0_0	Date Q39 first reported (congenital malformations of oesophagus)|x132502_0_0
x132503_0_0	Source of report of Q39 (congenital malformations of oesophagus)|x132503_0_0
x132504_0_0	Date Q40 first reported (other congenital malformations of upper alimentary tract)|x132504_0_0
x132505_0_0	Source of report of Q40 (other congenital malformations of upper alimentary tract)|x132505_0_0
x132506_0_0	Date Q41 first reported (congenital absence atresia and stenosis of small intestine)|x132506_0_0
x132507_0_0	Source of report of Q41 (congenital absence atresia and stenosis of small intestine)|x132507_0_0
x132508_0_0	Date Q42 first reported (congenital absence atresia and stenosis of large intestine)|x132508_0_0
x132509_0_0	Source of report of Q42 (congenital absence atresia and stenosis of large intestine)|x132509_0_0
x132510_0_0	Date Q43 first reported (other congenital malformations of intestine)|x132510_0_0
x132511_0_0	Source of report of Q43 (other congenital malformations of intestine)|x132511_0_0
x132512_0_0	Date Q44 first reported (congenital malformations of gallbladder bile ducts and liver)|x132512_0_0
x132513_0_0	Source of report of Q44 (congenital malformations of gallbladder bile ducts and liver)|x132513_0_0
x132514_0_0	Date Q45 first reported (other congenital malformations of digestive system)|x132514_0_0
x132515_0_0	Source of report of Q45 (other congenital malformations of digestive system)|x132515_0_0
x132516_0_0	Date Q50 first reported (congenital malformations of ovaries fallopian tubes and broad ligaments)|x132516_0_0
x132517_0_0	Source of report of Q50 (congenital malformations of ovaries fallopian tubes and broad ligaments)|x132517_0_0
x132518_0_0	Date Q51 first reported (congenital malformations of uterus and cervix)|x132518_0_0
x132519_0_0	Source of report of Q51 (congenital malformations of uterus and cervix)|x132519_0_0
x132520_0_0	Date Q52 first reported (other congenital malformations of female genitalia)|x132520_0_0
x132521_0_0	Source of report of Q52 (other congenital malformations of female genitalia)|x132521_0_0
x132522_0_0	Date Q53 first reported (undescended testicle)|x132522_0_0
x132523_0_0	Source of report of Q53 (undescended testicle)|x132523_0_0
x132524_0_0	Date Q54 first reported (hypospadias)|x132524_0_0
x132525_0_0	Source of report of Q54 (hypospadias)|x132525_0_0
x132526_0_0	Date Q55 first reported (other congenital malformations of male genital organs)|x132526_0_0
x132527_0_0	Source of report of Q55 (other congenital malformations of male genital organs)|x132527_0_0
x132528_0_0	Date Q56 first reported (indeterminate sex and pseudohermaphroditism)|x132528_0_0
x132529_0_0	Source of report of Q56 (indeterminate sex and pseudohermaphroditism)|x132529_0_0
x132530_0_0	Date Q60 first reported (renal agenesis and other reduction defects of kidney)|x132530_0_0
x132531_0_0	Source of report of Q60 (renal agenesis and other reduction defects of kidney)|x132531_0_0
x132532_0_0	Date Q61 first reported (cystic kidney disease)|x132532_0_0
x132533_0_0	Source of report of Q61 (cystic kidney disease)|x132533_0_0
x132534_0_0	Date Q62 first reported (congenital obstructive defects of renal pelvis and congenital malformations of ureter)|x132534_0_0
x132535_0_0	Source of report of Q62 (congenital obstructive defects of renal pelvis and congenital malformations of ureter)|x132535_0_0
x132536_0_0	Date Q63 first reported (other congenital malformations of kidney)|x132536_0_0
x132537_0_0	Source of report of Q63 (other congenital malformations of kidney)|x132537_0_0
x132538_0_0	Date Q64 first reported (other congenital malformations of urinary system)|x132538_0_0
x132539_0_0	Source of report of Q64 (other congenital malformations of urinary system)|x132539_0_0
x132540_0_0	Date Q65 first reported (congenital deformities of hip)|x132540_0_0
x132541_0_0	Source of report of Q65 (congenital deformities of hip)|x132541_0_0
x132542_0_0	Date Q66 first reported (congenital deformities of feet)|x132542_0_0
x132543_0_0	Source of report of Q66 (congenital deformities of feet)|x132543_0_0
x132544_0_0	Date Q67 first reported (congenital musculoskeletal deformities of head face spine and chest)|x132544_0_0
x132545_0_0	Source of report of Q67 (congenital musculoskeletal deformities of head face spine and chest)|x132545_0_0
x132546_0_0	Date Q68 first reported (other congenital musculoskeletal deformities)|x132546_0_0
x132547_0_0	Source of report of Q68 (other congenital musculoskeletal deformities)|x132547_0_0
x132548_0_0	Date Q69 first reported (polydactyly)|x132548_0_0
x132549_0_0	Source of report of Q69 (polydactyly)|x132549_0_0
x132550_0_0	Date Q70 first reported (syndactyly)|x132550_0_0
x132551_0_0	Source of report of Q70 (syndactyly)|x132551_0_0
x132552_0_0	Date Q71 first reported (reduction defects of upper limb)|x132552_0_0
x132553_0_0	Source of report of Q71 (reduction defects of upper limb)|x132553_0_0
x132554_0_0	Date Q72 first reported (reduction defects of lower limb)|x132554_0_0
x132555_0_0	Source of report of Q72 (reduction defects of lower limb)|x132555_0_0
x132556_0_0	Date Q73 first reported (reduction defects of unspecified limb)|x132556_0_0
x132557_0_0	Source of report of Q73 (reduction defects of unspecified limb)|x132557_0_0
x132558_0_0	Date Q74 first reported (other congenital malformations of limb(s))|x132558_0_0
x132559_0_0	Source of report of Q74 (other congenital malformations of limb(s))|x132559_0_0
x132560_0_0	Date Q75 first reported (other congenital malformations of skull and face bones)|x132560_0_0
x132561_0_0	Source of report of Q75 (other congenital malformations of skull and face bones)|x132561_0_0
x132562_0_0	Date Q76 first reported (congenital malformations of spine and bony thorax)|x132562_0_0
x132563_0_0	Source of report of Q76 (congenital malformations of spine and bony thorax)|x132563_0_0
x132564_0_0	Date Q77 first reported (osteochondrodysplasia with defects of growth of tubular bones and spine)|x132564_0_0
x132565_0_0	Source of report of Q77 (osteochondrodysplasia with defects of growth of tubular bones and spine)|x132565_0_0
x132566_0_0	Date Q78 first reported (other osteochondrodysplasias)|x132566_0_0
x132567_0_0	Source of report of Q78 (other osteochondrodysplasias)|x132567_0_0
x132568_0_0	Date Q79 first reported (congenital malformations of musculoskeletal system not elsewhere classified)|x132568_0_0
x132569_0_0	Source of report of Q79 (congenital malformations of musculoskeletal system not elsewhere classified)|x132569_0_0
x132570_0_0	Date Q80 first reported (congenital ichthyosis)|x132570_0_0
x132571_0_0	Source of report of Q80 (congenital ichthyosis)|x132571_0_0
x132572_0_0	Date Q81 first reported (epidermolysis bullosa)|x132572_0_0
x132573_0_0	Source of report of Q81 (epidermolysis bullosa)|x132573_0_0
x132574_0_0	Date Q82 first reported (other congenital malformations of skin)|x132574_0_0
x132575_0_0	Source of report of Q82 (other congenital malformations of skin)|x132575_0_0
x132576_0_0	Date Q83 first reported (congenital malformations of breast)|x132576_0_0
x132577_0_0	Source of report of Q83 (congenital malformations of breast)|x132577_0_0
x132578_0_0	Date Q84 first reported (other congenital malformations of integument)|x132578_0_0
x132579_0_0	Source of report of Q84 (other congenital malformations of integument)|x132579_0_0
x132580_0_0	Date Q85 first reported (phakomatoses not elsewhere classified)|x132580_0_0
x132581_0_0	Source of report of Q85 (phakomatoses not elsewhere classified)|x132581_0_0
x132582_0_0	Date Q86 first reported (congenital malformation syndromes due to known exogenous causes not elsewhere classified)|x132582_0_0
x132583_0_0	Source of report of Q86 (congenital malformation syndromes due to known exogenous causes not elsewhere classified)|x132583_0_0
x132584_0_0	Date Q87 first reported (other specified congenital malformation syndromes affecting multiple systems)|x132584_0_0
x132585_0_0	Source of report of Q87 (other specified congenital malformation syndromes affecting multiple systems)|x132585_0_0
x132586_0_0	Date Q89 first reported (other congenital malformations not elsewhere classified)|x132586_0_0
x132587_0_0	Source of report of Q89 (other congenital malformations not elsewhere classified)|x132587_0_0
x132588_0_0	Date Q90 first reported (down's syndrome)|x132588_0_0
x132589_0_0	Source of report of Q90 (down's syndrome)|x132589_0_0
x132590_0_0	Date Q91 first reported (edwards' syndrome and patau's syndrome)|x132590_0_0
x132591_0_0	Source of report of Q91 (edwards' syndrome and patau's syndrome)|x132591_0_0
